name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,day,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup
b98c88,MountainDwarf,CityWatch,20180707T17:34:58Z,Fighter7,Fighter,BattleMaster,7,Resilient|ShieldMaster,91,20,21,12,16,10,12,12,,Athletics|Insight|Perception|Intimidation,Mjolnirssen|Mjolnirssen(Arremesso),,070718,,,,Dwarf,,,47
70627d,WoodElf,Entertainer,20180903T23:28:17Z,Monk7,Monk,WayofShadow,7,,52,17,8,18,14,8,16,12,,Athletics|Acrobatics|Stealth|Perception|Performance,Quarterstaff|Dart|Unarmedstrike,,090318,,,,Elf,,Quarterstaff|Dart|UnarmedStrike,47
1f8dfb,Human,HauntedOne,20180901T01:51:04Z,Ranger7,Ranger,MonsterSlayer,7,,79,14,16,16,14,15,15,15,,Athletics|Stealth|Investigation|Insight|Survival,Sickle|Quarterstaff|Longbow|Shortsword|HandCBow|Battleaxe,ProtectionfromEvilandGood_1|CureWounds(1d8+WIS)_1|EnsnaringStrike(c1m1d6perrndSTRSave)_1|HailOfThorns(c1m1d10PiercingAOEDEXsave)_1|ZoneofTruth_2,083118,,,,Human,ProtectionfromEvilandGood_1|CureWounds_1|EnsnaringStrike_1|HailofThorns_1|ZoneofTruth_2,Sickle|Quarterstaff|Longbow|Shortsword|Battleaxe,47
d5bc2c,Human,Soldier,20180901T02:01:58Z,Paladin7,Paladin,OathofAncients,7,SavageAttacker,88,21,19,16,16,16,13,14,,Athletics|Medicine|Intimidation,Longsword|Javelin|CBowHeavy|MorningGlory,DivineSense_0|LayOnHands_0|EnsnaringStrike_1|SpeakwithAnimals_1|Moonbeam_2|MistyStep_2,083118,,,,Human,MageHand_0|EnsnaringStrike_1|SpeakwithAnimals_1|Moonbeam_2|MistyStep_2,Longsword|Javelin|CBowHeavy,47
47a309,Tiefling,Sage,20180815T01:41:47Z,Sorcerer7,Sorcerer,WildMagic,7,,52,12,12,14,14,12,12,16,Chaoticneutral,Arcana|History|Insight|Persuasion,Quarterstaff|Dagger|Dart|Longbow|CBowLight,PosionSpray_0|Firebolt_0|Prestidigitation_0|Barkskin_0|Levitate_2,081418,CN,N,C,Tiefling,PoisonSpray_0|FireBolt_0|Prestidigitation_0|Levitate_2,Quarterstaff|Dagger|Dart|Longbow|CBowLight,47
88123e,WoodElf,BarbarianTribeMember,20180907T22:51:30Z,Ranger7,Ranger,Hunter,7,WoodElfMagic,69,17,12,17,12,12,13,10,Neutral,Athletics|Stealth|Nature|AnimalHandling|Perception|Survival,Handaxe|Handaxe|Longbow,Resistance_0|HailofThorns_1|Hunter'sMark_1|Longstrider_1|CordonofArrows_2|PassWithoutTrace_2,090718,NN,N,N,Elf,Resistance_0|HailofThorns_1|HuntersMark_1|Longstrider_1|CordonOfArrows_2|PassWithoutTrace_2,Handaxe|Longbow,47
6ebc3d,HalfElf,Outlander,20180726T03:07:23Z,Paladin7,Paladin,OathofDevotion,7,,79,18,18,14,14,11,14,18,ChacoticGood,Athletics|AnimalHandling|Perception|Survival,Longsword|Warhammer|Quarterstaff|Longbow,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2,072518,CG,G,C,HalfElf,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2,Longsword|Warhammer|Quarterstaff|Longbow,47
5528fb,Human,Criminal,20180509T07:23:29Z,Fighter7,Fighter,BattleMaster,7,CBowExpert|Sharpshooter,67,17,9,20,17,11,12,12,lawfulneutral,Stealth|Insight|Perception|Intimidation|Persuasion,Longbow|CBowhand|Handaxe|Dagger|Rapier|Sling,,050918,LN,N,L,Human,,Longbow|CBowhand|Handaxe|Dagger|Rapier|Sling,47
04e0bf,WoodElf,Outlander,20180422T19:44:34Z,Ranger7,Ranger,HorizonWalker,7,Sharpshooter,60,15,10,16,14,12,14,10,LG,Athletics|Stealth|Arcana|Nature|Perception|Survival,Shortsword|Longbow,ProtectionfromEvilandGood_1|AbsorbElements_1|Hunter'sMark_1|CureWounds_1|MistyStep_2|PassWithoutTrace_2|SpikeGrowth_2,042218,LG,G,L,Elf,ProtectionfromEvilandGood_1|AbsorbElements_1|HuntersMark_1|CureWounds_1|MistyStep_2|PassWithoutTrace_2|SpikeGrowth_2,Shortsword|Longbow,47
3a5152,DarkElf,Hermit,20180507T10:29:30Z,Cleric7,Cleric,WarDomain,7,,45,18,15,12,13,12,18,9,CN,History|Religion|Insight|Medicine|Perception,Mace|CBowLight|Longsword|Rapier,Guidance_0|Light_0|SacredFlame_0|SpareTheDying_0|Bane_1|Bless_1|CureWounds_1|DetectEvilAndGood_1|DivineFavor_1|FaerieFire_1|GuidingBolt_1|HealingWord_1|InflictWounds_1|ShieldOfFaith_1|Darkness_1|Aid_2|BlindnessDeafness_2|FindTraps_2|LesserRestoration_2|MagicWeapon_2|PrayerOfHealing_2|SpiritualWeapon_2|BeaconOfHope_3|BestowCurse_3|Clairvoyance_3|CreateFoodAndWater_3|Crusader'sMantle_3|DispelMagic_3|MassHealingWord_3|RemoveCurse_3|Revivify_3|SpiritGuardians_3|GlyphOfWarding_3|Banishment_4|ControlWater_4|DeathWard_4|Divination_4|FreedomOfMovement_4|GuardianOfFaith_4|LocateCreature_4|StoneShape_4|Stoneskin_4,050718,CN,N,C,Elf,Guidance_0|Light_0|SacredFlame_0|SparetheDying_0|Bane_1|Bless_1|CureWounds_1|DetectEvilandGood_1|DivineFavor_1|FaerieFire_1|GuidingBolt_1|HealingWord_1|InflictWounds_1|ShieldofFaith_1|Aid_2|BlindnessDeafness_2|FindTraps_2|LesserRestoration_2|MagicWeapon_2|PrayerofHealing_2|SpiritualWeapon_2|BeaconofHope_3|BestowCurse_3|Clairvoyance_3|CreateFoodandWater_3|CrusadersMantle_3|DispelMagic_3|MassHealingWord_3|RemoveCurse_3|Revivify_3|SpiritGuardians_3|GlyphofWarding_3|Banishment_4|ControlWater_4|DeathWard_4|Divination_4|FreedomofMovement_4|GuardianofFaith_4|LocateCreature_4|StoneShape_4|Stoneskin_4,Mace|CBowLight|Longsword|Rapier,47
1815b0,WoodElf,UrbanBountyHunter,20180419T13:15:51Z,Rogue7,Rogue,Scout,7,Alert,38,14,10,17,10,10,14,14,ChaoticNeutral,Acrobatics|SleightofHand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion,Shortsword|Shortbow|Dagger,,041918,CN,N,C,Elf,,Shortsword|Shortbow|Dagger,47
450bc3,Triton,Soldier,20180427T22:46:25Z,Fighter7,Fighter,Cavalier,7,DefensiveDuelist,77,16,18,14,16,8,13,16,LawfulGood,Athletics|Acrobatics|AnimalHandling|Intimidation|Persuasion,Trident|Shortsword,,042718,LG,G,L,Triton,,Trident|Shortsword,47
f7633c,RockGnome,Entertainer,20180516T00:08:49Z,Bard7,Bard,CollegeofLore,7,Lucky,52,13,8,14,12,16,14,18,,Acrobatics|Arcana|History|Investigation|Nature|Insight|Performance|Persuasion,Rapier|Dagger,,051518,,,,Gnome,,Rapier|Dagger,47
0d8e98,Goblin,Sage,20180805T21:28:41Z,Wizard6,Wizard,SchoolofEnchantment,6,,42,13,8,16,13,17,10,13,,Arcana|History|Investigation|Insight,Quarterstaff,,080518,,,,Goblin,,Quarterstaff,47
d592dd,ScourgeAasimar,FolkHero,20180701T18:00:43Z,Cleric6,Cleric,TrickeryDomain,6,,72,17,14,13,17,14,16,15,,Religion|AnimalHandling|Survival|Persuasion,Mace|CBowlight,CharmPerson_1|DisguiseSelf_1|MirrorImage_2|PassWithoutTrace_2|Blink_3|DispelMagic_3,070118,,,,Aasimar,CharmPerson_1|DisguiseSelf_1|MirrorImage_2|PassWithoutTrace_2|Blink_3|DispelMagic_3,Mace|CBowLight,47
49e236,Goliath,Sailor,20180830T16:21:25Z,Cleric6,Cleric,TempestDomain,6,TavernBrawler,45,16,17,10,14,12,16,14,,Athletics|History|Medicine|Perception,Warhammer|CBowlight,FogCloud_1|Thunderwave_1|GustofWind_2|Shatter_2|CallLightning_3|SleetStorm_3,083018,,,,Goliath,FogCloud_1|Thunderwave_1|GustofWind_2|Shatter_2|CallLightning_3|SleetStorm_3,Warhammer|CBowLight,47
aa2976,Human,Acolyte,20180909T00:54:17Z,Cleric6,Cleric,LifeDomain,6,HeavyArmorMaster|WarCaster,0,20,16,8,14,10,16,10,ChaoticGood,Arcana|History|Religion|Insight|Medicine,Handaxe+1|CureWounds|HealingWord|FrostbrandMorningstar,SpareTheDying_0|Guidance_0|Light_0|Mending_0|Bless_1|CureWounds_1|LesserRestoration_2|SpiritualWeapon_2|BeaconofHope_3|Revivify_3,090818,CG,G,C,Human,SparetheDying_0|Guidance_0|Light_0|Mending_0|Bless_1|CureWounds_1|LesserRestoration_2|SpiritualWeapon_2|BeaconofHope_3|Revivify_3,Handaxe|Morningstar,47
214b4a,Human,CityWatch,20180623T20:44:39Z,Barbarian6,Barbarian,PathoftheTotemWarrior,6,ShieldMaster,1,16,18,14,14,8,10,12,CN,Athletics|SleightofHand|Perception|Deception|Intimidation,Warhammer|Handaxe|CBowheavy|Longspearsilver|Bloodspear,,062318,CN,N,C,Human,,Warhammer|Handaxe|CBowHeavy|Spear,47
2fb0fa,Human,Criminal,20180529T17:03:05Z,Monk6,Monk,WayoftheKensei,6,,45,16,13,18,14,11,15,9,,Acrobatics|Stealth|Insight|Deception,Shortsword|Dart|Unarmedstrike,,052918,,,,Human,,Shortsword|Dart|UnarmedStrike,47
d95e29,MountainDwarf,GuildArtisan,20180909T22:01:13Z,Paladin6,Paladin,OathoftheCrown,6,,9,17,18,10,18,9,9,13,Lawfulneutral,Insight|Medicine|Intimidation|Persuasion,Handaxe|Warhammer|Halberd,SheildOfFaith_1|ThunderousSmite_1|Command_1|CompelledDuel_1|WardingBond_2|ZoneofTruth_2,090918,,,,Dwarf,ShieldofFaith_1|ThunderousSmite_1|Command_1|CompelledDuel_1|WardingBond_2|ZoneofTruth_2,Handaxe|Warhammer|Halberd,47
96624f,HalfOrc,Acolyte,20180530T16:14:01Z,Cleric6,Cleric,TempestDomain,6,GreatWeaponMaster,45,20,16,13,14,9,14,10,ChaoticGood,Religion|Insight|Medicine|Intimidation|Persuasion,Warhammer|Javelin,Light_0|SacredFlame_0|FogCloud_1|Thunderwave_1|Command_1|CureWounds_1|HealingWord_1|InflictWounds_1|GustofWind_2|Shatter_2|PrayerOfHealing_2|HoldPerson_2|PrayerOfHealing_2|CallLightning_3|SleetStorm_3|MassHealingWord_3|SpiritGuardian_3|Tongues_3,053018,CG,G,C,HalfOrc,Light_0|SacredFlame_0|FogCloud_1|Thunderwave_1|Command_1|CureWounds_1|HealingWord_1|InflictWounds_1|GustofWind_2|Shatter_2|PrayerofHealing_2|HoldPerson_2|PrayerofHealing_2|CallLightning_3|SleetStorm_3|MassHealingWord_3|SpiritGuardians_3|Tongues_3,Warhammer|Javelin,47
17c920,Human,Inventor,20180527T23:07:41Z,Wizard6,Wizard,SchoolofTransmutation,6,WarCaster,37,13,8,16,13,18,12,8,NeutralGood,Arcana|Investigation|Religion|Insight|Medicine,Quarterstaff,,052718,NG,G,N,Human,,Quarterstaff,47
4ccc70,Goliath,Soldier,20180812T17:56:37Z,Fighter6,Fighter,Samurai,6,PolearmMaster|HeavilyArmored,68,17,20,12,18,10,14,7,LawfulNeutral,Athletics|Insight|Perception|Survival|Intimidation,Glaive|CBowheavy|CBowlight,,081218,LN,N,L,Goliath,,Glaive|CBowHeavy|CBowLight,47
2e96e5,HalfOrc,Sage,20180714T00:19:09Z,Wizard6,Wizard,SchoolofConjuration,6,,53,13,16,16,16,20,16,8,ChaoticGood,Arcana|History|Investigation|Insight|Intimidation,IAmOoofph,MageHand_0|FireBolt(2d10120ft)_0|Message_0|ChillTouch_0|Mending_0|DetectMagic_1|MageArmor_1|MagicMissle_1|ThunderWave_1|ColorSpray_1|ComprehendLanguages_1|Identify_1|ProtectionFromGoodandEvil_1|FindFamiliar_1|Catapult_1|DarkVision_2|HoldPerson_2|Invisibility_2|MagicWeapon_2|CloudOfDaggers_2|FlamingSphere_2|Shatter_2|Fireball_3|LightningBolt_3,071318,CG,G,C,HalfOrc,MageHand_0|FireBolt_0|Message_0|ChillTouch_0|Mending_0|DetectMagic_1|MageArmor_1|MagicMissile_1|Thunderwave_1|ColorSpray_1|ComprehendLanguages_1|Identify_1|ProtectionfromEvilandGood_1|FindFamiliar_1|Catapult_1|Darkvision_2|HoldPerson_2|Invisibility_2|MagicWeapon_2|CloudofDaggers_2|FlamingSphere_2|Shatter_2|Fireball_3|LightningBolt_3,,47
7ca1e8,HalfOrc,Sailor,20180713T02:44:55Z,Bard6,Bard,CollegeofSwords,6,,26,14,13,10,7,3,9,18,,Athletics|Arcana|Medicine|Perception|Intimidation|Performance,Shortsword|Shortsword|Dagger,,071218,,,,HalfOrc,,Shortsword|Dagger,47
40c29f,Human,Sailor,20180713T02:43:03Z,Paladin6,Paladin,OathBreaker,6,,40,17,18,8,10,12,11,13,,Athletics|Insight|Medicine|Perception,Longsword|Javelin,HellishRebuke_1|InflictWounds_1|CrownofMadness_2|Darkness_2,071218,,,,Human,HellishRebuke_1|InflictWounds_1|CrownofMadness_2|Darkness_2,Longsword|Javelin,47
101447,Kobold,Sailor,20180713T02:45:54Z,Barbarian6,Barbarian,PathoftheBerserker,6,,58,14,16,14,14,12,10,8,,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,071218,,,,Kobold,,Greataxe|Handaxe|Javelin,47
907a99,Dragonborn,Sailor,20180713T02:41:11Z,Rogue6,Rogue,Swashbuckler,6,DualWielder,35,15,14,16,10,8,13,15,,Athletics|Acrobatics|Stealth|Investigation|Perception|Intimidation,Rapier|Rapier|FlintlockPistol,,071218,,,,Dragonborn,,Rapier,47
d4ab24,Kenku,HauntedOne,20180822T22:35:47Z,Cleric6,Cleric,GraveDomain,6,,60,15,11,14,14,13,18,13,,SleightofHand|Arcana|Religion|Medicine|Deception|Persuasion,Mace|Sickle,SparetheDying_0|Bane_1|FalseLife_1|GentleRepose_2|RayofEnfeeblement_2|Revivify_3|VampiricTouch_3,082218,,,,Kenku,SparetheDying_0|Bane_1|FalseLife_1|GentleRepose_2|RayofEnfeeblement_2|Revivify_3|VampiricTouch_3,Mace|Sickle,47
976586,HalfElf,Charlatan,20180708T09:43:52Z,Bard6,Bard,CollegeofLore,6,,39,14,8,16,12,10,14,18,,Acrobatics|SleightofHand|Stealth|Investigation|Insight|Perception|Deception|Intimidation|Performance|Persuasion,Rapier|Dagger,,070818,,,,HalfElf,,Rapier|Dagger,47
9151ca,Human,Noble,20180512T20:05:16Z,Sorcerer6,Sorcerer,WildMagic,6,SpellSniper,38,13,7,17,14,11,8,17,,Arcana|History|Deception|Persuasion,CBowlight|Dagger,,051218,,,,Human,,CBowLight|Dagger,47
cc1db9,Dragonborn,Noble,20180407T09:21:55Z,Paladin6,Paladin,OathofAncients,6,,58,19,20,13,15,10,12,16,CG,Athletics|History|Intimidation|Persuasion,Longsword|Javelin,EnsnaringStrike_1|SpeakwithAnimals_1|CureWounds_1|DetectEvilAndGood_1|DivineFavor_1|Moonbeam_2|MistyStep_2,040718,CG,G,C,Dragonborn,EnsnaringStrike_1|SpeakwithAnimals_1|CureWounds_1|DetectEvilandGood_1|DivineFavor_1|Moonbeam_2|MistyStep_2,Longsword|Javelin,47
f2d154,HighElf,Noble,20180407T21:01:23Z,Sorcerer6,Sorcerer,WildMagic,6,,37,13,10,16,14,13,12,20,,Arcana|History|Insight|Perception|Persuasion,Dagger,,040718,,,,Elf,,Dagger,47
ff10fc,FallenAasimar,Custom,20180419T13:15:04Z,Druid6,Druid,CircleofDreams,6,,45,16,10,14,14,10,16,12,NG,Stealth|Nature|Religion|Perception,Shillelagh,Shillelagh_0|ProduceFlame_0|FrostBite_0|Light_0|CureWounds_1|SpeakWithAnimals_1|FaerieFire_1|PassWithoutTrace_2|Moonbeam_2|Invisibility_2|Daylight_3|EruptingEarth_3|ConjureAnimals_3,041918,NG,G,N,Aasimar,Shillelagh_0|ProduceFlame_0|Frostbite_0|Light_0|CureWounds_1|SpeakwithAnimals_1|FaerieFire_1|PassWithoutTrace_2|Moonbeam_2|Invisibility_2|Daylight_3|EruptingEarth_3|ConjureAnimals_3,,47
983fbd,HalfOrc,Knight,20180421T15:46:15Z,Fighter6,Fighter,Champion,6,,75,18,18,10,18,10,14,20,,Athletics|Religion|Perception|Intimidation|Persuasion,Battleaxe|Handaxe,,042118,,,,HalfOrc,,Battleaxe|Handaxe,47
0f2727,Minotaur,Acolyte,20180515T16:01:02Z,Monk6,Monk,WayoftheKensei,6,,46,15,9,15,13,12,16,12,,Acrobatics|History|Religion|Insight,Shortsword|Dart|Unarmedstrike|Katana|SwordStaff,,051518,,,,,,Shortsword|Dart|UnarmedStrike,47
7260a1,Eladrin,GuildArtisan,20180518T01:35:19Z,Artificer6,Artificer,Gunsmith,6,Linguist,47,16,9,17,12,17,10,10,,SleightofHand|Arcana|Investigation|Insight|Perception|Persuasion,Handaxe|CBowlight|ThunderCannon,Mending_0|Identify(Ritual)_1|DetectMagic(Ritual)_1|CureWounds_1|Disguiseself_1|ShieldOfFaith_1|Falselife_1,051718,,,,,Mending_0|Identify_1|DetectMagic_1|CureWounds_1|DisguiseSelf_1|ShieldofFaith_1|FalseLife_1,Handaxe|CBowLight,47
4b7a36,Human,Outlander,20180515T00:13:55Z,Barbarian6,Barbarian,PathoftheBattlerager,6,,65,15,18,14,17,9,13,12,CG,Athletics|Perception|Survival|Intimidation,Greatsword|Handaxe|Javelin,,051418,CG,G,C,Human,,Greatsword|Handaxe|Javelin,47
955d0b,Human,FactionAgent,20180613T16:20:08Z,Fighter5,Fighter,EldritchKnight,5,Sentinel,39,19,18,10,12,16,10,9,,Athletics|Arcana|Nature|Insight|Survival,Longsword|Handaxe,LightningLure_0|BoomingBade_0|Shield_1|AbsorbElements_1|Snare_1,061318,,,,Human,LightningLure_0|BoomingBlade_0|Shield_1|AbsorbElements_1|Snare_1,Longsword|Handaxe,47
70fcef,Human,FactionAgent,20180613T20:52:39Z,Sorcerer5,Sorcerer,WildMagic,5,Lucky,32,12,10,14,14,10,10,18,,Arcana|History|Insight|Deception|Persuasion,Quarterstaff|Dagger,,061318,,,,Human,,Quarterstaff|Dagger,47
ebc99d,Human,FactionAgent,20180612T20:58:27Z,Fighter5,Fighter,EldritchKnight,5,Sentinel,39,19,18,10,12,16,10,9,,Athletics|Arcana|Nature|Insight|Survival,Longsword|Handaxe,,061218,,,,Human,,Longsword|Handaxe,47
105cd5,Human,FactionAgent,20180615T16:21:06Z,Rogue5,Rogue,ArcaneTrickster,5,,38,15,10,18,14,16,11,10,,Acrobatics|SleightofHand|Stealth|Insight|Perception|Survival,Rapier|Shortbow|Dagger,,061518,,,,Human,,Rapier|Shortbow|Dagger,47
f69f29,Human,FactionAgent,20180612T20:41:32Z,Cleric5,Cleric,ArcanaDomain,5,MagicInitiate,28,16,9,16,10,10,18,12,,Arcana|History|Religion|Insight|Medicine|Persuasion,Mace|CBowlight,DetectMagic_1|MagicMissile_1|MagicWeapon_2|Arcanist'sMagicAura_2|DispelMagic_3|MagicCircle_3,061218,,,,Human,DetectMagic_1|MagicMissile_1|MagicWeapon_2|NystulsMagicAura_2|DispelMagic_3|MagicCircle_3,Mace|CBowLight,47
300b28,Human,Knight,20180804T22:03:36Z,Paladin5,Paladin,OathofDevotion,5,ShieldMaster|Resilient,50,23,18,14,18,14,16,16,,Athletics|Arcana|Religion|Perception|Persuasion,Longsword|Flail,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2,080418,,,,Human,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2,Longsword|Flail,47
b7ec79,Serpentblood,FolkHero,20180528T11:21:52Z,Bard5,Bard,CollegeofWhispers,5,,50,13,10,14,14,10,9,19,,Stealth|AnimalHandling|Survival|Deception|Persuasion,Rapier|Dagger,,052818,,,,YaunTi,,Rapier|Dagger,47
054df0,Aarakocra,FarTraveler,20180715T22:36:52Z,Wizard5,Wizard,SchoolofEvocation,5,,32,13,10,16,15,18,14,12,CN,Arcana|Investigation|Insight|Perception,Dagger|Unarmedstrike(Claws),,071518,CN,N,C,Aarakocra,,Dagger|UnarmedStrike,47
a81320,Human,Knight,20180826T20:42:06Z,Fighter5,Fighter,EldritchKnight,5,Lucky,60,18,16,11,14,16,10,10,,Athletics|History|Perception|Persuasion,Longsword,,082618,,,,Human,,Longsword,47
359ab3,Goliath,HauntedOne,20180605T23:36:23Z,Barbarian5,Barbarian,PathoftheZealot,5,,50,14,19,14,14,12,10,8,,Athletics|Nature|Religion|Perception|Survival,Greataxe|Handaxe|Javelin,,060518,,,,Goliath,,Greataxe|Handaxe|Javelin,47
221034,HalfElf,Courtesan,20180902T05:02:25Z,Bard5,Bard,CollegeofLore,5,WarCaster,44,20,10,12,14,12,14,16,ChaoticNeutral,Acrobatics|SleightofHand|Stealth|History|Investigation|Medicine|Perception|Deception|Performance|Persuasion,Whip|Longbow|Longsword,Prestidigitation_0|TrueStrike_0|VisciousMockery_0|DissonantWhispers_1|FaerieFire_1|HealingWord_1|Tasha'sHideousLaughter_1|HoldPerson_2|Invisibility_2|Silence_2|EnemiesAbound_3,090118,CN,N,C,HalfElf,Prestidigitation_0|TrueStrike_0|ViciousMockery_0|DissonantWhispers_1|FaerieFire_1|HealingWord_1|TashasHideousLaughter_1|HoldPerson_2|Invisibility_2|Silence_2|EnemiesAbound_3,Whip|Longbow|Longsword,47
3dc6a8,HalfElf,Noble,20180906T16:20:14Z,Wizard5,Wizard,SchoolofDivination,5,Lucky,32,12,8,14,14,18,10,14,,Arcana|History|Investigation|Perception|Deception|Persuasion,Dagger,Prestidigitation_0|MinorIllusion_0|Mending_0|Firebolt_0|MageArmor_1|DetectMagic(rituel)_1|DisguiseSelf_1|Familiar(rituel)_1|Shield_1|Identify(rituel)_1|UnseanServent(Ritual)_1|Grease_1|MistyStep_2|Suggestion_2|Invisibility_2|HoldPerson_2|Web_2|Counterspell_3|DispelMagic_3|Haste_3,090618,,,,HalfElf,Prestidigitation_0|MinorIllusion_0|Mending_0|FireBolt_0|MageArmor_1|DetectMagic_1|DisguiseSelf_1|Shield_1|Identify_1|Grease_1|MistyStep_2|Suggestion_2|Invisibility_2|HoldPerson_2|Web_2|Counterspell_3|DispelMagic_3|Haste_3,Dagger,47
5a42e7,Human,Charlatan,20180802T16:54:49Z,Rogue5,Rogue,Assassin,5,Alert,45,15,8,18,14,12,14,10,,Acrobatics|SleightofHand|Stealth|Investigation|Insight|Perception|Deception,Shortsword|Shortsword|Dagger|CBowlight,,080218,,,,Human,,Shortsword|Dagger|CBowLight,47
8080ea,FireGenasi,CaravanSpecialist,20180622T04:27:17Z,Wizard5,Wizard,SchoolofEvocation,5,MagicInitiate,32,11,10,13,14,16,14,8,ChaoticNeutral,Arcana|Investigation|AnimalHandling|Survival,Dagger,ControlFlames_0|FireBolt_0|Frostbite_0|Mending_0|MoldEarth_0|PoisonSpray_0|ProduceFlame_0|Alarm[R]_1|BurningHands_1|DetectMagic[R]_1|Identify[R]_1|MagicMissile_1|Thunderwave_1|Tenser'sFloatingDisk[R]_1|Witchbolt_1|MageArmor(MI)_1|ArcaneLock_2|GustOfWind_2|ScorchingRay_2|Shatter_2|Fireball_3|Leomund'sTinyHut[R]_3,062118,CN,N,C,Genasi,ControlFlames_0|FireBolt_0|Frostbite_0|Mending_0|MoldEarth_0|PoisonSpray_0|ProduceFlame_0|Alarm_1|BurningHands_1|DetectMagic_1|Identify_1|MagicMissile_1|Thunderwave_1|TensersFloatingDisk_1|WitchBolt_1|MageArmor_1|ArcaneLock_2|GustofWind_2|ScorchingRay_2|Shatter_2|Fireball_3|LeomundsTinyHut_3,Dagger,47
33ef30,Human,Acolyte,20180807T20:48:19Z,Cleric5,Cleric,WarDomain,5,WarCaster,38,17,14,9,16,11,15,13,NG,Religion|Insight|Perception|Persuasion,Mace|Dagger,Guidance_0|Light_0|SacredFlame_0|Thaumaturgy_0|DivineFavor_1|ShieldofFaith_1|CureWounds_1|GuidingBolt_1|HealingWord_1|Command_1|MagicWeapon_2|SpiritualWeapon_2|PrayerOfHealing_2|Augury_2|Crusader'sMantle_3|SpiritGuardian_3|CreateFoodAndWater_3,080718,NG,G,N,Human,Guidance_0|Light_0|SacredFlame_0|Thaumaturgy_0|DivineFavor_1|ShieldofFaith_1|CureWounds_1|GuidingBolt_1|HealingWord_1|Command_1|MagicWeapon_2|SpiritualWeapon_2|PrayerofHealing_2|Augury_2|CrusadersMantle_3|SpiritGuardians_3|CreateFoodandWater_3,Mace|Dagger,47
c9d2a7,Aarakocra,Soldier,20180610T19:50:00Z,Ranger5,Ranger,HunterConclave,5,,44,15,10,18,15,12,14,8,,Athletics|Insight|Perception|Survival|Intimidation,Shortsword|Longbow,,061018,,,,Aarakocra,,Shortsword|Longbow,47
b91d54,HillDwarf,FolkHero,20180621T13:41:09Z,Cleric5,Cleric,TempestDomain,5,WarCaster,52,18,14,10,16,10,14,12,LG,Religion|AnimalHandling|Medicine|Survival,Warhammer|CBowlight,FogCloud_1|Thunderwave_1|CureWounds_1|HealingWord_1|ProtectionFromEvil_1|DetectMagic(R)_1|GustofWind_2|Shatter_2|HoldPerson_2|SpiritualWeapon_2|CallLightning_3|SleetStorm_3|DispelMagic_3|MassHealingWord_3,062118,LG,G,L,Dwarf,FogCloud_1|Thunderwave_1|CureWounds_1|HealingWord_1|DetectMagic_1|GustofWind_2|Shatter_2|HoldPerson_2|SpiritualWeapon_2|CallLightning_3|SleetStorm_3|DispelMagic_3|MassHealingWord_3,Warhammer|CBowLight,47
15435d,Human,FolkHero,20180607T23:26:21Z,Barbarian5,Barbarian,PathoftheBerserker,5,,70,13,17,12,14,10,14,14,ChaoticGood,Athletics|AnimalHandling|Survival|Intimidation,Greataxe|Handaxe|Javelin,,060718,CG,G,C,Human,,Greataxe|Handaxe|Javelin,47
e1dc20,HalfElf,Charlatan,20180607T23:24:06Z,Rogue5,Rogue,Mastermind,5,Observant,40,14,8,16,10,16,13,13,NeutralNeutral,Acrobatics|SleightofHand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Shortsword|Shortbow|Dagger,,060718,NN,N,N,HalfElf,,Shortsword|Shortbow|Dagger,47
9de8a6,Human,Sailor,20180616T17:22:23Z,Fighter5,Fighter,Champion,5,,65,16,9,17,17,10,13,13,,Athletics|Acrobatics|Perception|Intimidation,Scimitar|Scimitar|CBowlight,,061618,,,,Human,,Scimitar|CBowLight,47
1e0f63,HalfElf,Soldier,20180909T23:54:01Z,Ranger5,Ranger,Hunter,5,,44,16,8,18,14,10,16,7,LN,Athletics|Stealth|Investigation|Insight|Perception|Survival|Intimidation,Shortsword|Longbow,Hunter'sMark_1|SpikeGrowth_1|CureWounds_1|HailOfThorns_2,090918,LN,N,L,HalfElf,HuntersMark_1|CureWounds_1,Shortsword|Longbow,47
8476e3,Dragonborn,MercenaryVeteran,20180607T23:25:11Z,Paladin5,Paladin,OathofDevotion,5,,60,18,18,12,14,10,10,14,,Athletics|Insight|Medicine|Persuasion,Longsword,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2,060718,,,,Dragonborn,ProtectionfromEvilandGood_1|Sanctuary_1|LesserRestoration_2|ZoneofTruth_2,Longsword,47
